new_comments,sentiment
ben ready scrap katlyn threaten,1
fun game testosterone kick,0
top man ben shapiro,0
ben lmao,0
omg people like he s one brain,0
give rat ass dress identify feel like inside personal dilemma deal itbut bruce jenner face image public eye long fruit cake dude dress,1
like ben per cent right,0
ben shapiro another closet case,1
dafuq,1
poor black guy need job well agree everything,1
ben call sir definitely threaten violence stupid behavior act like adult child,1
dave chapelle ben shapiro stand,0
ben right,0
people fuck pathetic scared say really feel fear cancel,1
soo dr draw rest go sit defend call cross dressing dude woman say nothing real man come threaten shapiro wtf country come,1
woman lot ballz,1
ben get patience zoe wannabe man convenient,0
family guy even make fun guy compare quagmire dad,0
tur badas get tough dude half size,0
kaitlyn brave bruce confused deserve person year heck alot people deserve award way do world nothinggot boobswhoppee,0
shapiro press charge right away,0
I m say ben shapiro perfect hell do not even agree political topic everyone completely coward defend tiny guy threaten big strong military dude still guy physically hard sympathise,1
people resort threat can not deliver proper skill simply demand people accept argument agree partake event need sound argument counterargument embarrassing say mr shapiro correct wish person beside would state sound logical counterargument instead provide irrefutable valid evidence maybe could finally understand person fight hearing though go beat ass yield want people video lean towards side spectrum debate really fair event also touch concern wonder mr shapiro do would other behave way,0
black guy way,1
live woman like one threat violence usual actually comes call victim,1
black guy give bottom energy gay,1
turn dime could chromosone act,1
realistically I m ever argument I m go say keep I m go stay neutral,0
dear god wtf lmao,0
long haired blonde dude guy maam video,1
want see full show find aftermath,0
everyone pay attention threat violence end ben threaten trans person he d trash medium even already lmao,1
boy ben,0
man need senate soon possible,1
hope liberal never experience anything difficult life can not handle hurt feeling,1
guy dress threaten ben opinion nobody stand tell something society,1
love ben say except sperm cell emphasis put hilarious troll lady,0
love ben shapiro,0
ben one courage award,0
everyone play pretend crazy,1
total insanity see people call obvious male hell happen,1
uncle,1
world ready conversation,0
one man video mr ben shapiro,0
fuck pronoun,1
navy seal mean absolutely nothing real fighter lolokoloo say go home ambulance guy scare lololo look like threat physically lololo let man woman say say chuck liddell ufc tito ortiz tyson furry etc lolo never go happen lol let man woman say mike tyson lolook never go happen stop coward bully guy say want lolo,1
look like girl talk like guy charlie daniel uneasy rider,0
fuckin crybaby man,1
man come mean feel need change perfectly fine can not say woman sex change change fine can not say start birth date change,0
ben low key shook,0
people sit discredit call person threaten ben look like ben shark tank leave right wanted eat alive good ben keep ground,0
fucking kidding threaten ben speak fact get ass transgender do not get warn least,1
yooo dude man sensitive mark shit get mad speaking fact,1
nothing gender appropriation actual woman deeply offend impersonation offensive unacceptable,1
single chromosome thing determine sex mulitple chromosome congential adrenal hyperplasias androgen insensitivity syndrome even polycystic ovary cause intersex state combination phenotypically male female characteristic,1
I m maam,1
fight need make happen charity,1
,1
people gut call spade spade mixed poor male think female,1
confess expect definitely ladylike something like ambulance talk haha,0
ben eye roll dead,1
trump shapiro realist people ever respect white puerto rican baby,0
dude look like lady aerosmith,0
bruce jenner child god child devil anybody like lil nas x jeffery star ecc hell,1
comment agree ben shafiro,0
shapiro man,1
sorry big toad purple dress purple dress rude grab neck threaten physically harm squeaky voice guy national television wow,1
black guy look like gta character,0
seriously everyone think zoey threat physical violence warrente household would consider domestic violence zoey coward type person zero respect despite transition obviously still battle self identity crisisis surgery suppose cure make person happy person truely feel people defend shim sheep coward lol issue anyone want tran accept surround support people force other walk egg shell around,1
wow zoey person resort threat gosh ben disrespectful discussion logical,0
rude call someone want call cost nothing nice,1
side right situation,0
say cut you ll go home ambulance people justify mans aggression towards ben blame ben call biological man north america,1
one male would man dick would give threat like nosuchthingasshe,1
way talk ben kind hate attack,1
prefer call majesty pronounce,0
anybody watch dave chapelles stick stone close,1
identify rock,1
mrs doubtfire get heat,1
man act like man delusion woman act like man talk like man move like man man alice wake wonderland fall delusional argument want call prince whole world king ww meet queen call way disrespectfull,0
comedy,0
happy collaborate illusion pretend person wear wig hair,0
assault beacuse say naturaly fact wtf wrong people great job mr shaprio,1
god bless ben,0
ben man keep everywhere,0
understand confused know someone want call still debate stupid can not change gender matter hard try want call whatever know reason disrespect call anything else cent,1
would ve get right hook jaw soon make threat fina put ambulance,1
transgend brave thing soldier almost die war able right speak come ooooooon,1
dudepoint blank,1
seem psychologically stable threaten someone violence burn can not discussdebate case point like rational human beingthat man dress highly questionable,1
time settle conversation man man,1
fact care feelingssss bitchouch,0
call alter scientific datum,1
black guy people pleaser one person discussion disagree black guy would agree majority add number,1
big man paw ben neck remind man hand seinfeld episode side note wish would go home ambulance call woman whether act like man go get treat like one whatever form take,0
transgender brave thing stfu fuck be not,1
polite say man man okay threat somone,0
thing deliver violence preach,1
like disagree ben fucking cringe,1
wow people warp ummmm biologically he s male want call ben say wrong miss something bear penis people biologically male bear vagina biologically female,1
many snowflake one room,0
ben admire stay firm think believe,0
excellent problem leftist across world want shove beliefs throat agree bigoted caveman,0
ben shapiro good man planet,0
composer spot man dude wear dress put hand say game yes man dress woman,0
do not doctor critical thinking skill mam,1
america male decide identify female next day perfectly okay work paperwork involve day see transgender fighter allow fight biological woman beat seem perfectly fine everyone,0
grow man openly threaten another grown man tv,1
ok tran threaten,1
ok person aggressively grab back young man neck threaten violence say do not agree fact,1
god make man always matter think man man woman woman fact,0
heck do not deserve shit gay,1
basically crowd take respect someone else view n choice ben discuss reality fact go home hate true still man wil call woman respect view thought,0
zoe lady lol,0
sweet female revert typemale,0
fact fact ben want tell anout,0
yes lgtv community,0
lmao v clutch,0
yeah like rude wow one put hand ben neck threaten send home ambulance imply going beat political debate put feeling live ben real instead other super scared people going come attack ben shut bad good,0
ben fuckn savage,1
racial issue gender sidehe respect person right address feel likeit genetic anymore kind enough let live wantit hurt anyone make feel think,0
weird biology tell gender dress make,1
people bother people want everyone ben inability grasp concept without offended seem problem ben like change poor chap,1
that s lady like,0
do not come brave,0
lol fight smart little man lol funny,0
open threat thing ben force someone accept opinion life bad confusion hell want ben head butt see gender come,1
dare put hand ben way round bet would sue ben assault,1
guy threate ben,0
man physically threaten another man public television fix title,1
petite natural bear female offended intimidate man last thing would ever say man would leave ambulance would impossible outpower man even small one reason transwoman say shehe know biologically physically shehe attack another man live life however want let we kid put every female like danger,1
woman think like man strange,0
moment guy zoey get butt hurt stfu dude come transgender brave thing dobut risk life fight war front line brave,1
ben agree everything say honest heshe assault threaten mainstream tv,1
focus fact feeling,0
continue trans mean transition another sex tran never make full transition,1
let hear opinion hear opinion intellect man stroke case,1
wishthey would stop politically correct say man dress female cross dresser can not take away identity male,1
respect we recognise biological gender must threaten like becoz could agree demand we recognize gender see fit ridiculous punch face dare threaten like,1
man ben presidentand australian,0
man want everyone think woman threaten another man like man wants call woman america far go,0
joe biden consider president make,0
know disrespect pronoun ben chill provoke look like person go beserk gas station convenience store clerk answer sir habit knock thing act like crazy man,1
can not make call hersorry,1
wow amazing one stand ben,0
drive car weld different blown head gasket drum brake k miles brave metal,0
adult defend illusion like audience child,0
wtf like ben much nothing wrong get threaten violence want blame world upside,1
sad normalize call man ms like gtfoh bro man deal,1
attitude wonder get shoot stab,1
imagine ben tell would take cleaner,0
believe respect grope fondle ben shaprio,0
guy expect everyone identify womenbut soon get insult female identity suddenly transform back man threaten another man violent beating oh convenient,1
can not belive see say wear dress,1
shehe say go home ambulance think take hospital,0
lose argument want fight,1
go man sheera come,1
call someone sir give right threaten somebody imagine call n remain calm,0
truly disturb sit dressed woman gross,1
wtf world come,1
encourage treat,0
can not imagine attack ben shapiro public know truly wager ben shapiro would pretty much whatever possesse want coddle man think woman knock go change anything,0
wow ben technically assault standard law charge yes realize several year ago nonetheless disgusting touchlay hand someone else physically threaten verbally threaten assault well hey guess someone disagree tough hit cest la vie move argue disagree debate,1
wow support psycho catilyn,0
think ben would talk nice fellow republican jenner lol,0
fawke hate false polite arrogance smug little shit understand half point discuss,1
world joke,0
dude dude end story,1
hate brigade ass kisser fear offend someone offend fact problem,1
get apecker man,1
one go address touch,1
get man handle transformer,1
wow body touch like guarantee front tooth go,0
feel disrespectful call man man feel okay man grab neck convict can not even hide motive,1
god many cunt comment,1
transjenner,1
sad well educate highly intellectual person put bunch ignorant fool see outcome,1
can not wait see shapiros kid turn,1
country go shit,1
fuck respect ben man,1
respond male threat ben shapiro,1
threaten bit pussy move perhaps man dress like woman get bitch credit,1
think quite disrespectful person tran otherwise emotionally confused want people call male woman way around,1
white black man alive,0
understand ben could meet jenner least half way call heshe,0
welcome world snowflake ben shapiro willingly expose,0
mainstreaming delusion guy king,1
yes blow mind man dude dick wear dress,1
dude wig implant man freaky,1
dude guy trip man,1
ben correct ball man room do not flinch stuck truth truth think okay man violent towards ben okay sicken,1
ben deserve bravery award go obviously load program stand basic factual truth,0
penis male matter think woman still man put dress still man look dress,0
hard public figureyou agree nonsense keep joball guy see manbut choose protect job make feel good self,1
mainstreame delusion man,1
ben should ve tell mr would go jail dress,0
literally state fact get mad,1
gender female maleend,1
applaud ben intelligence,0
would beat like tough guy thought would threaten n touch,0
brave thing eh,0
ben shapiro smart person entire panel know world screw nobody long want accept truth,0
america nutshell weird deformity threaten subversive zionist,1
yes insulted mother tell wizard say could cast spell magic real grow understand fact care feeling,0
ben shapiro continue inspite intolerance billion believe,1
shame award,0
well that s lady like,0
eye ben one set ball conversation say politically correct would put,0
do not believe lgbtq community deserve equal right like people simply homophobe do not even fact do not care feeling call fact opinion,0
usually ben shapiro pays dominate trans woman lucky get freebie,0
agree ben get anything gay one bear male male one bear female female period can not get simple,0
atheist guess go we tv show ask country call god see prove shit since hurt feeling peasant,1
fair you re actually kind rude wtf ben verbally threaten schmuck attack proper use pronoun,1
brother puppet,1
stop touch dude,1
would reply lady like haha,0
die happy coz man proud oh yeah heterosexual proud,0
jesus christ can not believe transsexual whatever want call person threaten someone camera sorry care pronoun feeling know fact man dress like woman go call opposite sex lie like jesus christ can not believe gang guy try shame nothing wrong lol,1
ben shapiro get threaten put ambulance tell truth people agree opinion right freedom speech window imagine way around everyone would double standard definitely thing joke,0
ben get man handle lady,0
let skip truth care feeling fact do not care feeling,0
lady like say,0
fair fair fair fair fair fair fair kind rude,0
boy boy girl girl period,0
ben shapiros moronic contrarian,1
put hand shapiro ben hit adam apple still easy target,0
man hate stand firm end save matthew,1
thing brave transgender threaten someone cut go home ambulance ben shapiro ambulance drop patient hospital home zoe disrespectful want ambulance leave patient home instead hospital,0
brave thing go fight war people know definition brave,0
dr draw really doctor,0
sum tactic pc crowd bully ram view other throats culture horizontal geographical vertical temporal part old culture categorise thing accord physical property imaginary quality give right impose culture other want call choice give right dictate linguistic pattern other orwell crimethink impose we,1
shapiro transphobic rude know shit transwoman fact take ass,1
dude look like lady,0
rock ben tell like,0
lmao debate fuck stupid can not baby even sex change man way would call get sex change,1
genic r man woman try baby stupid,1
kid need man woman want shat ever choice,0
fuck go world,1
leave leftist resort violence ideal fail,1
doctor know chromosome,0
get full video,0
parrot learns bark mean dog,1
say disrespectful disrespectful try molest people mind believe something,1
nerve transgender threaten ben look right opinion also can not force we fake believe believe bear dick chick dude,1
go fact care feeling,0
person arrest henot threaten life felony,1
hopefully humanity completely doom look back laugh period political correctness insanity bloke put frock suppose see princess black guy want place dress avoid go home ambulance call expect folk live real world time give shit princess send ben home ambulance he s ass go straight man jail,1
lmfao zoey try well still look like male male,0
need get money back doctor cuz still look like whole dude,0
ben brave one speak fact group fucking idiot one act female,1
see dude say people say think make popular least get stab liberal terrorist chuck norris drag try ever feminine telling folk go home ambulance welcome st century,0
caitlyn like hardcore conservative lmao,0
heshe freak gamestop,1
transformer look absolutely ridiculous look nothing like woman,1
know fact jerry springer recommendation second,0
eat,1
caitlyn jenner real name copy paste type see fair squar male respect can not change say female bear specific job world old enough confused look leg clear day compass either point need spin need receive,0
problem nobody confront clown,1
ben madam,0
love ben other loser stupid one,1
hahaclassic male threaten violence discussion get real truth hurt hey fella,1
complain police ambulance remark penis male vagina female simple feel inside irrelevant,1
even dress testosteronefueled aggression still full display,1
ben seem pretty brave do not back bit big dude wig threaten,0
hard respectful absolutely infuriate person say come transgender brave thing could ever think people kill afghanistan freedom people die save other hardly think come transgender brave thing could,1
ben right guy keep hand,0
lol put place lol,0
hugebody man grab ben neck threaten physical violence rest people demonstrate real courage say anything,1
sorry black guy might ass well paper cut get somebody clout,1
would say touch go home body bag,0
male sex change female trick man sex call rape,1
get dis man promotion,1
absolutely amazing people start deny ben existencewhen support narrative completely narcissistic side exactly narcissist try evict blame anytime form violence towards support narrative way make feel small insignificant,1
ironic say afraid come logic tell we subconscious focus reality natural therefore tran people understand natural feel comfortable true self,0
austin power man baby,1
ben wrong ambulance go home go hospital,1
stunning brave etc etc yawn,0
imagine someone act way heshe lol get head fix freak,1
moment world get caitlyn jenner attention getting destroy ben shapiro,1
tell ben biologically bear male get scared gutless want hurt feeling bitch fkn pathetic,1
shapiro ftw,0
well ladylike,0
please stop blame liberal nothing we understand nonsense,1
go home ambulance seriously aggressive manly st,1
tran bear way can not change logic bear penis change,1
ambulance america send home instead hospital,0
nothing brave man wear women clothing,0
ben get one,0
love ben shapiro rest could agree live fantasy land,0
jyoo ben replace muslim let see fast argument would lol,0
sorry woman deserve courage award,0
live world disrespecting pronoun bad murder abortion,1
love lol,0
nuts go ahead come outin house nobody want see freak,1
,1
okay threaten other physical well liberal wrong conservative hypocrisy thick,1
lol directly anyone say transgender brave anyone possible ridiculous thing say maybe brave thing person could pretty bold speak everyone else like,0
see male panel rest female,1
longhaire dude threaten ben use threat loosely make sense discount mario lopez decide go ben say sir,1
mainstreame delusion dude wear yarmulke,1
joke call man want bitch brave,1
watch see ben comedy,0
hear catlyn still male private part relation woman want identify female yet enjoy privilege male I m confused biologically can not change matter way cut ben rude he s speak fact group individual cognitive dissonance,1
almost make ben cry,1
walk like duck quack like duck duck you re man straight facet,0
video call ben vs lot stupid people studio,1
way zoey keep touching make really uncomfortable,1
tell truth always right thing insult zoey keep touch ben try intimidate surprising ben lose temper,1
man mannothe change,1
wonder somebody put life line maybe even lose life service fellow man get award someone operation like alcoholic compare disease cancer patient doubt scary thing really show doctor one get work someone catch line fire decision lifeanddeath thrust upon hard think kardashians hollywood hero especially vapid satanic scumbag sell soul fame one thing sure jerkoff would put hand like would respect want woman slap living fk instead respect enough close fist punch like man look progressive,0
fact speak loud opinion,1
need stop shapiro correct liberal mainstreaming delusion can not force people believe magic know fake every argument make ben base feeling zero fact ideology dangerous child teen create fantasy world logic fact less important feeling nonsense,1
kind guy talk trans people xd always someone room nobody else room like lmfao ben lil joke xp,0
lol get offend fact decide threaten mr shapiro,1
name still,1
tell read comment people idiot make mad blind,1
comment full incel insecure man can not figure care,1
ben absolutely correct fucking man wants call woman,1
mansplaine lol,0
want woman want superman something can not change,0
zoe soooooooo mess sorry can not see,1
male female,1
black guy literally want say mainstream want hear absolute sheep,0
ben trust back overwhelming majority,0
tell show everyone i d show male sir bear dick chick matter small yeah still pussy threaten people tell truth,1
zoe put hand ben shapiro threaten violence say hit sexist equal right,1
end day he s male say male rude truth he s offend he s confront truth,1
transgender feeling entitle,0
ben funny,0
say call someone wrong pronoun rude also cut right go home ambulance,1
come word objective truth society nation organisation veer away objective truth rather favour subjective truth dangerous evil screw world become refuse objective truth basically mean mainstream world though base untruth lie happen want true even think,1
ben one onstage brain,0
mildly inappropriate would qualify grossly inappropriate,1
love guy train wants call imma call king logic jesus christ piece crap want know dealer man seriosly want high say nonsense public,1
wise man say people want hear opinion want hear opinion come mouth,0
base sigma male,1
zoe look masculine,0
period,1
seek ye lord may find call ye upon near repent,0
funny want wear dress look like girl call female act like man threaten people like man ben state he s male,0
mike draw worried career agree anything save sad,1
maaaaaaaaaaaaaaaaaaaaaaaaaaaam,1
unpleasant bloke dress,1
love ben shapiro,0
look like zoey turs male genetic start kickingin mark,0
still man matter,0
dude put dress make chick might feel like chick distort reality still dude think he s chick wear dress,0
touch ben lady like,0
comment section want make blow brain yes appropriate threaten also appropriate keep call right get angry unprofessional agree,1
woah get really manly though lol also threate someone make well person,0
tran right unfortunately phrase poorly,1
matter reason man would remember even threathene young man,0
ben shapiros kind geek banking civility other break nose intentionally uncivil,0
cross dresser cut hair would look ok cross dresser still look like man dress like woman,0
would let freak touch alpha male domination technique,1
would great see kick shit tbf,1
whole min clip you all focus weird black dude group people talk one black dude sneeze yell think,1
lol like nobody care guy say train,0
also know ben feel issue invite airto fit agenda sheep hope leader do not stop quickly lot head behind,0
chromosome do not matter gender identity gender birth interesting,0
go home ambulance tell jenner still man jenner switch feel like female male,0
fun fact producer show want ben speak mind would get heat attract viewer,0
turn ben shapiro among devil wonder could put without psychotic break,1
reenacting bane dark knight rise priceless shapiro may supposedly smart see cherry pick info appear right bad debating style one thing sure personality terrible deeply condescend always seem emit hatred towards anyone different like left winger outright can not stand right winger,1
ben support mizoram,0
legendary ben truth gangster,0
action speak louder word zoe alpha male,1
lady like,0
waitwtf watch ladylike put hand around someone neck threaten harm guess convenient man want result violence shame everyone room allow type behavior ben shapario annoying af uncalled disgusting,1
bruh literally serve military get shoot multiple time say transgender brave honorable thing protect fucking country he s joke society,0
every transgender person ever love everyoneuntil speak biological fact,0
gunna say buckle buckaroo,1
bruce jenner miss go hike find bone year later bury forest dna sample would show male measurement dna sample would take would show male confusion people,1
dude wig think brave try change god make try force ben accept ben braver douche bag panel applaud,0
brave person room ben,0
feel good fact owe someone money feeling vs fact,0
ben one speak truth rest hypocrite,1
that s I m identify carrot feeling,0
lol claim woman act lke enrage man smh,0
threat touch that s battery,1
hollywood den complete weak willed say whatever accept charlatan piss general direction waywokenutsshapiro conservativea neocon twice bake,1
dr drewbitch woke idiotssheepemporer new clothesall afraid say truth power hbo netflix shun goofball dorsey ban twitter,1
genetics zoey choose death,1
interesting zoey threaten send ben ambulance testosterone filling room speak,0
zoe grab ben threaten ben seem mildly inappropriate political discussion guy well rude,1
deception happen inside person believe something deception wedding tackle leg tell story,1
since fact insult go liberal conservative republican,1
wait zoe courage head afghanistan head women right transgender right etc journalist get taliban sit explain need,0
ben shapiro bro need meet I m good big word like everything say courage bravery know say be not brave man threaten claim get shoot stab whatever case stand ground need man like percent would vote president religious prolife people tell person good bro i d like talk person even medium outlet man,0
dave person brain,1
woman man,1
ben legend,0
person brain ben,0
zoe cross dress male,1
fact care feeling,0
use term biological male you re imply type male simply case would not concede pound anorexic overweight would accept man actually woman,1
claim misgendere pronoun violence make threat physical assault yeah make sense,1
fun fact good moral person without support tran people,0
feminine leave ambulance okay girl build like linebacker lol arnold schwarzenegger shit,0
may think girl man talking cut go home ambulance,1
go home ambulance wow motivation imitation really work male male female female period,0
transgender brave thing literally everybody ever witness war survive _,0
brother weak ass,1
thing make threat nobody care way around ben would supermax,1
froze hear word ambulance,1
american corporate own medium outrageously favor trans agenda interesting,0
look nation forget first amendment exist,1
truth sting okay heshe touch threaten ben would kind name ben slap heshe say get hand bitch would heshe like well,1
dr draw flys anyway wind blow,1
wow lady,0
testosterone son b,1
really get get angry know lose argument,1
surely reach bottom sewer jenner thing fairly ffkkdd fair,0
assault,1
guy bruce try physically intimidate assault poor ben manly gesture,1
threaten ben violence one bat eye ben refer everyone lose mind,1
black dude try suck,1
even news reporter swear truth pussys dayshe final fraction,1
egregiously insult we drink left coolaide demand call male female vice versa interested participate political correctness guarantee free speech constitution united states since gender debate indeed stem diversion judeo christian value also guarantee freedom religion push heretical political correctness we,0
sir always sir,1
transgend brave thing cancer patient survivor yeah right,0
false advertising bait switch next legal,1
say say ben shapiro president,0
I m definitely ben side,0
fair,0
hahahaha time really buzz ben annoying quick chatter truth guy man male act fool sicken shit sad offend wata joke,1
may look feel like woman mean actually woman dye hair blonde feel blonde real blonde course bear brunette die brunette matter feel want biological fact can not change prefference sorry,1
literally every lady put soft small hand someone neck threaten violence really understand,1
comment section disgusting,1
educate genetic neither bruce neither,1
jordon pedersen say problem law insult individual ben shapiro prick insult individual face hide behind rational comment person threaten though,1
ben literally can not touch cancel culture maybe catch case feel smart something stupid,1
,1
ben shapiro deadname,0
comment literal last sentence speak video disclaimer problem people live life long negatively affect other problem address anybody within reason way make feel comfortable understand commend people honest point do not think ben say male male offend guest caitlin jenner anyone else truth biological male wish thusly associate female visa versa think must difficult hear someone converse hard fact say wish essentially be not absolutely fine want want truth physiological level bear do not give anyone right vilify discriminate treat differently anyone else thusly even though bear free associate whatever want can not change past can not change bear consciousness separate physical body really do not matter physical form anyway maybe think still dress act however want whether male female honest example zoey case biological man associate woman give peace feel close represent perception reality ok little folly think someone derogatory sake offence something similar state fact rant lil long think would,1
ben maneuver,0
I m liberal economic issue soldier definitely braver transgender people do not support military support soldier,0
look like hse,0
identify millionaire therefor entitle money feel,0
pick damm gender can not transform like hulk get upset go woman man,1
heshe want bottom,0
dude even look like decent female impersonator,0
jew ball dude skirt,1
violence far leave condemn approve really sad,1
watch real fast see modern world disgust man nutshell,1
man,1
call sir boy dude thousand other happily beat live hell everyone stage problem,1
man getting offend someone call man americans hell get,1
shapiro big alpha room holy shit,1
funny do not want latinos come america well life want acceptance do not deserve award kill someone,0
mainstreaming delusion fact ben shapiro religious person actually say laugh religion happen mainstream delusion,1
medium try make gay cool brave say man,0
nobody even question blunt threat violence priviledge,1
equality fun nd come everyone side stay safon side firey pool alot room,0
b shapiro please answer honestly avoid torah say jew become millionaire influencer defend right pervert rambam vilna gaon moshe rabbenu would rebbe say tell child,1
tone loc zoey man,1
one dude end epitome beta male scared shitless ostracize randomly interject make sure one think agree I m train,1
somehow doubt person say classed threat,1
hey guy lol minute,0
shapiro right whatever person confuse compltely law physic,1
zoey tur joke threaten ben could not come argument accuse rude speak fact lady say you re polite pronoun oh please give break call biological male hehim extraordinarily rude threaten someone ambulance absolutely fine everyone joke ben must ve feel surround idiot,1
man man will man tell fuck next,1
I m really man actually beat hence ambulance,0
care feeling fuck ben shapiro feeling care asshole fact little bad boy know anything sex gender sex spectrum gender spectrum know transphob comment section eat,1
moral posturing denounce threat physical violence,1
difficult thing could you all pussy agree,1
polite pronoun lol wtf,0
let goooooooooooooooooo ben voice annoying agree,1
ben shapiro point,0
ya know would make zoe mad call male zoe know would piss ben say would go home ambulance selfishness lol turn wrong threaten jump shapiro push way shut feel sort victory relief itif call woman woman business scientifically true still male semen part body take still females haveand man say fairfair shapiro send threat,1
idot man care feel fact fact ball guess guy ok can not say hey asain black everyone see know,0
lmfao everyone like ben rude know zoe would offended nobody defend ben frankenfuck guy threaten put hand back neck,1
ben shapiro one,0
agree ben,0
nobody call jenner threat violence shapiro use pronoun speak,1
imagine people claim black root want black get surgery look afro imagine black community would react try imagine,1
bruce ashamed bet kid private,1
funny thing almost certainly know genetic combine,0
can not people stay gender bear make world complicated like understand,1
shannon sharpe,1
shapiro honest man history,0
lol jude man get threaten big man clich,0
ben shit break trans put hand lol,1
ben although male act like woman threaten lol,0
put smart guy room full idiot idiot room captain price someone else know,1
do not care agree disagree ben transgender objectively lose ton credibility moment touch ben literally threaten safety express opinion,1
guy put dress consider brave people freak,0
you re polite good argument,0
way lady act bruce,1
jesus christ happen lady surely threaten someobody physical violence put arm around neck legal consequence surely,1
feminine guy next shapiro,1
make threat lay hand need go home dr draw navy seal one lay hand regardless think,1
lot transgender get olympic gold medal women event,0
you re polite pronoun good lord world live,0
big chin big adams apple woman,0
really sad,1
world man would want woman,0
little dude quite epic,1
zoey tell ben shapiro cut go home ambulanceohh,1
dude would guy think find show ben shapiro zoey hooked show,0
really do not align shapiro politic fascinated debate he s cute enough reasonably debater b put ring people use never challenge can not debate way paper hat,0
lol ladys penis bslss sir man,0
lol ben shapiro spittin fact,0
wow itshe threaten ben physical violencemale chromosome show lady like agree true catilyn right ever want like ben right anyone else right see think like day male female long go number gender keeps grow speak transgender want one thing another right also right everyone else see believe like also see man dress woman woman dress man see depend behavior determine call give catilyn threaten physical violence quickly tell still male matter much try dress part run governor hope anger management since,0
easy thing hard part discover really society say otherwise do not push agenda whatever everyone face carry day happy find true self,0
truth truth hurt lot snowflake would rather live delusional lifestyle face truth omg hypocrisy unreal lmao,1
world come make sick sort discussion happen man man woman woman anything else confuse,1
feel disturb hear talk holy shit wtf two would distance away himlike even man damn,1
bruh like say I m black skin white marshmallow,0
ben shapiro goat,0
,1
fact care tou feeling,0
black dude think go home caitlyn maybe want change first try,0
biological female tell man dress women clothe never real woman go cry corner never truly understand know biological woman go anyone think wear make wig women clothe automatically make woman big fool appear amount desire woman make one even remotely biologically bear one call sheep woman sad man,1
agree ben science science can not change person external plumbing physically male specie refer person internal plumbing person female specie refer person people need stop try act someone special insist treat kid glove grow thick skin get,1
train master say can not train hear might well tran cuz ball,0
gettn train biological fact nooo uhuh honey lmao host start scramble deflect awful assertion biological scientific fact yike mark word ben would ve assault threaten zoey would ve grind arrest drag culture cancel double standard tolerance respect violate body boundary disgusting shame show host call assault threat mr shapiro shame zoey crossing line threaten ben life could ben possibly think he s safe place he s threaten approve show host deplorable,1
see type asshole ben shapiro isyou could literally see smug face disgust conservative always complain silence ban social medium well guess stop insult offend provoke people accept would maybe start read different book year old maybe would less stupid dickhead,1
fact could easily beat ben shapiro prove male,0
sperm cell,1
poopoo peepee penis vagina woman dick weak man vagina sir francis filth,1
lady say ben rude refer whatever overtly threaten silent,1
transgender brave thing ass,1
alone money family friend never drug criminal yet philadelphia many people rude violence philadelphia freedom drug dealer hater city,1
donald trump brag kill broad daylight get arrest murder elect president bunch scumbag vote trump funny,1
race matter gender matter personality matter can not accept communist go hell,1
wish heterosexual man kick shapiro ass serve charge people like trump bush jefferson shapiro never get ass wupin communist can not accept black pepper latin people indians transsexual bad american man onky want money power heros america sad drug dealer hater country sad severe perpetual bad john wayne hollywood movie reality city philly greed hater drug dealer without mercy,1
never funny transsexual lose family friend,0
sam collin like woman threaten ben,0
gamestop madam,0
mislabele someone pronoun terrible thing threaten harm someone great amount fine,1
klinefelter syndrome people still male hell person go cromosome male regardless many x cromosome well audacity say ben educate genetic,1
want woman revert male behaviour emotional hilarious,0
fucking man,1
world need people like ben call stand bs,0
ben shapiro bold man,0
broad call broad referring shoulder,0
womanwill never full woman that s fact,1
know anything genetics say guy know basic biology work,0
call ben choose wrong pronoun call transgender woman threate person clearly show right clearly show wrong society clearly show ideology leave,1
zoe name guy,1
go go debate threat someone cuz disagree crappy thing smh,1
agree polite pronoun pronoun right,0
hat ben say thing would charge threat ambulance normally take taxis job man dress woman delusional,1
bens guy ball,0
respek guy fr,1
ben love dude,0
say male male ok hold like ok,0
look black man think he s female hahahah,0
ben shapiro follow science right,0
truth hurt male male like parking rear shapiro courage speak truth people coward,1
fuck happen world,1
ben shapiro well,0
notice guy real life sheldon cooper,0
frustrated woman can not talk way something male come threaten ben lmao touch keep hand urself wierdo oh ok woman man would bad,1
award go lauren hill,0
prize guess big ball,0
guy male,1
black guy he s useless,1
agree male infact male,0
get ben,0
bring hide man,1
ben shapiro good person ever,0
ben speak fact people troll bruce feeling,1
would offend biologically technically man someone call completely appropriate,0
thumbnail think person sit beside ben woman turn man dress,0
ben like quite scared bunch pure genetically male muscle,0
can not beat discussion threaten harm point need ambulance way get people understand point violent,1
still man,1
would go home ambulance go home ambulance go hospital ambulance literally job ambulance pick drive hospital guy say train ben person string coherent sentence together,0
fuckk people get bad big up ben legend,1
mainstream delusion man wild,1
black fella totally do not like tran woman let ben take flack jump ben get kick lol black fella discussion lol like xfactor judge,0
zoey tur quagmire dad would look like human form lol,0
transgender hate calledhe like black people hate call n word crazy,1
oh soooooo difficult luxury life plastic surgery,1
man say he s woman woman quality lol pos,0
almost fair discussion,0
ben flinch comeback lol,0
arggggggggggg speechle god help we,0
can not call sir threaten ok tf,1
ben answer call ambulance,0
quite suck hole call spade spade tell homiphobic definite threat agree ben,1
girl,1
sir sir sir,1
care feeling,0
transphobe comment,1
funny hear religious person say fact do not care feeling,0
