author,text,classification
@Revelations-g2t,"AND THE MOST MASCULINE THING YOU COULD DO WAS BECOME A WOMAN? 

ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚

BITCH.",1.0
@terriwax6182,Caitlin is gorgeous,0.0
@elvitalarado9697,Bunch of bleeding heart liberals. Bunch of ass kissers.,1.0
@AnthonyBruce025,We're in this age where someone's feelings matters more than thrme truth ðŸ¤¦,0.0
@BanellaRg,That kid needs to be seated in his place,0.0
@LostSolez-,So as long as your trans you can threaten people and be justified? Crazy. That man should be ashamed of it self for acting in such a way on television.,1.0
@badca7tv342,Shapiro knows he can press charges and sue the shit out of that guy if he tries anything lol.,0.0
@metalmacabre9991,"Here's a couple pronouns for yall, thing or it, fuckers !!",1.0
@mattswagger4656,Why wasnt the thing put in jail for felony menacing?,1.0
@tacoforce5,Whore ,1.0
@AF-ei5yi,She threatens another guest with a beating so severe Shapiro would end up in hospital and the 4 show hosts just sit their like lemons and don't do anything.,0.0
@dgriffin6074,"If Men are from Mars, and Women are from Venus, I guess all those other genders are from Ur anus.",1.0
@JoeBroadley,ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ absolutely hilarious. Imagine getting put into a ambulance by a man dressed as a women because you eas stating clear and obvious facts lol funny af,0.0
@kikiboy2511,And they say trans people have a high suicide rate. Delusion is what lgbtq people have.,1.0
@christoffermogensen6018,"That ugly man in female clothing straight up threatened himðŸ˜‚ 

What is the matter with these bricks",1.0
@_Tricky_,2:08 Trans activism in a nut shell,0.0
@dontask9000,The fact that Ben is literally smarter than all of them combined and is literally just speaking facts.,0.0
@Oil_uj7499,The apparent men in the show appear scared of a topic. Wow.,0.0
@JohnDoe-md2sb,"If you look at it logically, even though Caitlyn Jenners identifies as a woman, she's still biological male...a strong, courageous man. ðŸ¥³ðŸ¥³ðŸ¥³

Zoey Turd is the complete opposite of what any transgender should see as an example. ðŸ‘ŽðŸ‘Ž",0.0
@Captain_Pink,tHaT sEeMs iNnApPrOpRiAtE boy you're about to get popped,1.0
@jairbon5915,"Only one person has the balls to say facts , the others are just ass kissers",1.0
@InsidetheCasino,"Why is everyone referring to him as ""she/her""?  That's CLEARLY a man!",0.0
@alfhid1947,Hahahha shapiro got scared,1.0
@merensanglapongen647,And someone threatening to hurt is not rudeðŸŒš,1.0
@Fearless_iron35,I agree 1000 with bro. The rest tryna save feelings. F all that. Your a damn man.,1.0
@DaviMqrs,That man was so angry,0.0
@Anidem9,The fact that the guy resorted to threatening violence proves his biology. ðŸ¤£,1.0
@straybagel,yall the reason no one spoke up about the threat against ben is that it is extremely funny and they were all trying not to laugh frfr. lets get the record straight k,0.0
@tajislam5643,"how can Bruce the Athelete be a woman, oh I know he spent too long with the bloody Kardashians",1.0
@jeffreyclark3947,No he doesnâ€™t!!!   A trans woman tries to be tough like a manðŸ˜‚.  Thatâ€™s not lady like!,1.0
@3vimages471,I have to giggle when he says `Zoe`.,0.0
@krisalamilla768,Would love to see Ben in a boxing match against that transgender woman. She would most likely win.,1.0
@mrsensei3614,I would've tell him ok I wanna go home in ambulance ðŸš‘ let's go ðŸ¥±ðŸ˜’ smh,0.0
@jamie-zk1sz,Hard to watch,0.0
@ashbbey,Ben looks like a 12 yr old boy.hE's such a pimp,1.0
@morganedwards184,â€œYou donâ€™t go home in an ambulanceâ€ love Ben â¤ðŸ˜‚,0.0
@kimberlyhovis5864,"Uhh, no one was egregiously disturbed by Zoey Tur's threat of violence against Shapiro?! I'm disgusted by the panel's lack of values. There is never an excuse for that! SMH",1.0
@temme6545,Ben is speaking truth,0.0
@stephenvine9686,"That blonde presenter got real offended real fast, what if he said something about a group that she is actually a part of?  Instead of piggy backing off of other groups â€˜offendedâ€™ trauma",1.0
@GailSammy-s2p,"It's ""is he brave",0.0
@Imaconservitive,You go Ben!,0.0
@StevenRayGarcia,"He (Jenner) is an idiot.  

Ben doesnâ€™t have to give into his or any other personâ€™s lies.",1.0
@cldavis33,"The big jock still acting just like the one's that bullied me in junior high.  Just a different look on the outside, still resorts to bullying when they don't get their way.",1.0
@sarahmontgomery6414,Blaire White is the only trans person online who makes any sense whatsoever.,0.0
@Jayci_Nicole,This is disgustingâ€¦. Like he is absolutely right you are a man. Thats why he got mad. Im not calling a man a he. Im not calling a woman a he. Goodbye ðŸ‘‹ðŸ¾,1.0
@farouqmohammad1282,That doesn't make any sense. You don't go home in an ambulance.,0.0
@salilkapoor8206,"No wonder Hamas has been emboldened to attack Israel. When Israel's biggest supporter USA is being run over by crazies, enemy nations will notice it emasculation",1.0
@davidbland4453,OH MY FATHER WHAT HAPPEN TO MY COUNTRY??!!!!ðŸ˜¢ðŸ˜¢ðŸ˜¢,0.0
@davidbland4453,"""Why are we mainstreaming delusion""?ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",1.0
@EliShanti,"The man in ""her"" woke up to hit himðŸ˜… trans are creating diviolsion and violence because theyre in pain they are not ok",1.0
@reploid001,"You look like a man, so your pronoun is He/Him.. even if you crossdress.",0.0
@markpatrick7884,Being transgender is about the wackiest thing you can do nothing brave about it ðŸ¤¢,1.0
@Mattashbius,All â€˜itâ€™ shown there was that it is still Male and aggressive and has testosterone,1.0
@joshyboy9113,Geez Zoe that was not lady like...,0.0
@streetmoneysmallz217,You put your hands on me again and you gone in the icu and we can do this on camera you threaten him on camera now he should be able to stomp a mub hole in your ass at this point,1.0
@joelister4948,"Violent threat towards somebody else = no biggie

Calling a biological man a man = ""HOW DARE YOU?""

Think i got it",1.0
@brianpalmer8636,Reminds me of Will Smith oddly enough,1.0
@therearenoshortcuts9868,can't believe this is from 2015 holy... shitt !! They're all motherfuckers.,1.0
@chuchu2301,This is getting out of hand now. The day of judgement is near people.,0.0
@L-8,"The best part:

Caitlyn: â€œYouâ€™re not educated on genetics.â€
Ben: â€œWhat are your genetics, sir?â€",1.0
@JIMBONE28,Insulting????? Bros just telling the truth. The delusion people live in is sad,1.0
@mobolegendsplayer3660,"Disrespect other âŒ
Threaten Others âœ…",1.0
@lauren-f9x6i,â€œWhy are we main streaming delusionâ€ straight up ðŸ˜‚ this video made me love Ben,1.0
@muralibabubalakrishnan7860,I am scared looking at that thing face my god,1.0
@Gundal66,The blonde dude proved Ben's point ðŸ˜‚,0.0
@sinfulwrath666,Would be more fun if Ben called for the police for a threat of violence against him.,0.0
@ultr0shot440,So... it's fine to treaten someone with violence? But heaven forbid your use the wrong pronoun.ðŸ˜‚,0.0
@psilocosmo6918,"Leave now, donâ€™t read the comments. Itâ€™s all toxic bullshit here. Nothing of value.",1.0
@xshadionytpx7891,im not on that train guys guys pls guys im not sehsist guys pls train,1.0
@xshadionytpx7891,imagine if ben said that to him instead loll that guy on the right IM ON THAT TRAIN *hand waves*,0.0
@Khan-wt3lb,"If you wanna be called a male or female i dont care
I will call you by your preferred pronoun 

Just don't try hit on me",1.0
@gemmy131,Apparently facts will get your ass sent home in an ambulance...ðŸ˜­ðŸ˜­ðŸ˜­,1.0
@Ujidz,"People in that room are all psycopaths, they would actually hurt Ben just for saying that Male is a Male. Stupid agenda to force transgederism down on everyone's throat.",1.0
@shannonbertram5513,What a legend lol,1.0
@kingkufu3122,ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,0.0
@EPTXMAN,Just like Will Smithâ€¦violence is ok if it supports the libtards ideology or itâ€™s one of their leaders.,1.0
@Joe-kn4zg,"You dont go home in an ambulance, you go to hospital. That is one confused person.",0.0
@MrTrouser66,Man is Man !!!!!!!!!!!!!!!!!!! Woman is Woman!!!!,1.0
@MrTrouser66,HIM!!!!!!!!!!!!!!!!!!!!,0.0
@MrTrouser66,Freak!!!!!!!!!!!!!!!!!!!!!!,1.0
@MrTrouser66,Freak Jenner!!!!,1.0
@outerjeff,Not very ladylike ðŸ˜…,1.0
@c3lphtitl3d,Trying to get everyone to buy into this insanity,1.0
@Hinzey98,"Gender and chromosomes actually confirm what gender, if your Chromosomes XY yoire a male, if your Chromosomes are XX then you're a female, also if you're born with a Vagina then you're a female, if you're born with a penis then you're a male. 
Whenever you transition from male to female your genetics remain the same same if a female transitions to male, Facts are facts.",1.0
@Brand00d,Ambulances donâ€™t bring you to your home ðŸ˜‚,0.0
@DatBeanBoi,Ben is literally the only rational one,0.0
@AlexMoonrize,How is stating facts insulting!?,1.0
@helenalovelock1030,Yuck Ben Shapiro is just jealous that trans men have a better voice than he does.  Heâ€™s such a muppet,1.0
@ManuelHernandez-ek4nw,It was that moment that Caitlyn Jenner's fists identified as a male ðŸ˜‚,1.0
@dsimental6,There should be a round 2...ðŸ˜‚,0.0
@BIG4FREAK316,Is that quagmires dad?,0.0
@darrellrobinsonjr6934,The second he put his hands on Ben security shouldâ€™ve been called to remove Bruce and a law suit shouldâ€™ve been filedâ€¦,1.0
@kousikracha,"Ben shapiro should have said "" AAha gotccha man!""",0.0
@thedoctorroth,Egregious! How dare you speak facts! We're past that.... monster,1.0
@corpsmankind,I totally forgot dr. Drew hosted this epic moment,0.0
@robertmessier2005,"If so horribly hard why would you encourage children to transition, maybe they should wait till they are older you can believe what ever you want but don't try to get me to go along",0.0
@EUA.censura.o.Bostil.noYouTube,TESTOSTERONE WINS !!!! allways,1.0
@igorjevic,"Ben Shapiro, the man who believes in God and invokes science, but there is not a single proof that God exists. Priceless â˜º",0.0
@jamesmauzy3582,Welcome to the world of delusion,1.0
@MB-fo2sk,"But to be fair, but to be fair, but to be fair, but to be fair...",0.0
@Rugtowelbowl,Dud why dont you be a man and stop this bullshit,1.0
@ydennek856,He was manhandling him,1.0
@cliffwade8151,"What is ""brave"" about rejecting the gender the Lord has created you as ?!?!?!?!",0.0
@plantagardenforever,2:07 ðŸ˜²,0.0
@FerdnandFreeholi,"She-Man gets a little fussy LOL ..... Go home in an ambulance? Because he disagrees? LOL. I'll beat you up until you say ""Uncle""!!!",1.0
@Dan-od6zx,Fucking clown world.,1.0
@Usman-ml4ig,The man in the thing sprung out at the end!! ðŸ˜‚,1.0
@AthelstanEngland,"Ben on form, but more, much more important... Ben being correct. Mr Zoe Neck Brace clearly still has a male outlook on most things !! ðŸ˜…",0.0
@solvablesea4093,Oooh I would have gone harder and threw in more jokes. Letâ€™s scrap motherfucker!,1.0
@bigake1353,He's not very ladylikeðŸ˜®.,1.0
@davidchamberlain5425,Men acting as women ðŸ™„ðŸ™„..surgery!pills and bullshit ...man does not have a womb!!!!!woman doesðŸ‘ðŸ‘ðŸ‘ðŸ‘ðŸ‘,1.0
@Goldmember66,Hilarious that the threat of violence is basically forgotten in 5 seconds. This sick White House does exactly the same thing.,1.0
@Goldmember66,â€œOf course HEâ€™S braveâ€.,0.0
@the_real_austin_marshall,The ambulance doesn't take you to your house,0.0
@EVILUTION9,Lets be honest shall we?  Tranny people are not wired up right are they?,1.0
@Tekknorg,02:09 when the DUDE comes out of the TRANS WOMAN THING,1.0
@alfredmajor428,Caitlyn jenner should never got away  at all,0.0
@safetyd6965,Is this guy still pretending to be a girl?,1.0
@Guitarpeacepic,Wasnâ€™t very ladylike.,1.0
@sunusiaminu2353,Why not just forget the sh and the h in the pronouns and be e?,1.0
@WilliamWeathers-d1b,"That tranz-dude is a coward. He picks on the runt of the litter. Meaning no disrespect to Mr.Shapiro, Tranzman could not measure up intellectually, so he threatened Ben's physical well-being. I would love to get my 
hands-on Tranzman, I would beat him out of that dress, and I wouldn't stop beating that sexual pervert, 'til I saw tears and heard him plead with me to stop.",1.0
@mmedia5727,Should file a criminal case against HIM.,1.0
@ericrobbo121,No woman would do what Jenner did to Ben,0.0
@TheRainman444,Screw that psychotic delusional queer !  I see a pathetic narcissist who was ignored as a boy and gets a lot of attention as a girl !,1.0
@prochoicenotantivax119,Im not on that train what a coward and what is wrong with that man cosplaying as a woman,1.0
@teleprompt,"I think a good conclusion for all this is mentally and identity-wise  Zoey is female, but biologically she is male.",1.0
@DessertMan-hi3zm,These people with the exception of Ben Shapiro are nothing more that  mentally Ill misfits,1.0
@crosbyllc5426,Did Ben trigger the Trans male chromosomes for sec... ðŸ˜‚ðŸ˜‚ðŸ˜‚ Is that how you turn a Trans woman back a male by triggering them?,1.0
@krissantamaria9205,This just further proves that the leftists have established their own cult. Free from punishment,1.0
@Chippy88,"ðŸ˜‚ðŸ˜‚ I love Ben!

I am pro choice. I have no problem with trans except for the way theyâ€™re pushing this with the sports crap and all that. But I guess this idiomatic one wanted to still show that she could be a man and fight Ben. ðŸ˜‚ what a jack ass. I wouldnâ€™t of bothered to press charges or nothing either but then couldâ€™ve can you imagine? If it was the opposite oh my God.",1.0
@thebookwasbetter3650,Very unladylike.,1.0
@MadiliaSarwary,He (transgender) just  threatened him and nobody said something. Not normal. I am happy i dont live in usa. Disgustingâ€¦.,1.0
@charlieemslie7708,"The man coming out in Caitlin,you canâ€™t hide itðŸ™…â€â™€ï¸ðŸ™…â€â™€ï¸ðŸ™…â€â™€ï¸",1.0
@animathehallowed1380,Shoooo the balls on that woman!,1.0
@kevinstogner9477,Trans women are violent !!   ....stay out of female restrooms before you get hurt.,1.0
@zulfikarzainalabidin4756,"by nature, you are born as a male, so you will remain that way as long as you are still breathing...it is a fact that cannot be changed",0.0
@SleepyJ966,That dude just manhandled Ben on live tv ðŸ˜‚,1.0
@birblife6611,"Ben later commented that Zoe was wrong â€” ambulances donâ€™t take people home, but to hospitals.",0.0
@manlyscents,"Doctor Drew, a doctor, saying on live TV over a decade ago that chromosomes are unrelated to gender... smh",0.0
@markwarnberg9504,"So easy to get sucked into  ""STUPIDITY"". There is no cure so donÂ´t even get into it.",1.0
@UbaidUllah-it1tg,Why does he look like Skylar from Breaking bad?,0.0
@yendasjunos2744,"Ð¢Ñ€Ð°Ð½ÑÑƒÑ…Ñƒ Ð¿Ð¾Ñ€Ð²Ð°Ð»Ð¾.
ÐŸ.Ð¡. Ð¾Ñ‚Ð¿Ð¸ÑÑ‹Ð²Ð°Ð¹Ñ‚ÐµÑÑŒ Ð¿Ð¾Ð´ ÑÑ‚Ð¸Ð¼ ÐºÐ¾Ð¼Ð¼ÐµÐ½Ñ‚Ð¾Ð¼, ÐµÑÐ»Ð¸ Ð¿Ñ€Ð¸ÑˆÐ»Ð¸ Ð¿Ð¾ÑÐ¼Ð¾Ñ‚Ñ€ÐµÑ‚ÑŒ ÑÑ‚Ð¾ Ð²Ð¸Ð´ÐµÐ¾ Ð¿Ð¾ÑÐ»Ðµ Ð¿Ð¾Ñ‡Ñ‚ÐµÐ½Ð¸Ðµ ÐºÐ½Ð¸Ð³Ð¸ ""Ð‘ÐµÐ·ÑƒÐ¼Ð¸Ðµ Ñ‚Ð¾Ð»Ð¿Ñ‹"".",0.0
@levlev25,Threatening him what the fuck lmfao now you want to be a man,1.0
@hollymauk8008,The moment this gorilla in a dress clamps down on Benâ€™s shoulder always pisses me off. He has no divine right to assault someone just because he thinks heâ€™s special.,1.0
@brath4039,IDA!!!! Family guy on point,0.0
@haggard54,"Hey brucey, I'll be your huckleberry.",0.0
@johnc3473,Bring back insane asylum's,1.0
@cliffhanger906,"What happens if the parents do drugs, while having a baby.
These kinds of failed abortions pop out.",1.0
@Shrijafour,LGBTQs shall be sent to China... They will rip that open,1.0
@shivnaryan9620,See a she is a man thatâ€™s why he can talk act like that poor women athletes,1.0
@aidancorp8457,Shapiro just make american trans lgbt+ and all their believer look fool,1.0
@rashaadrabin4065,Adults are so stupid seriously it's no wonder the next gen is so messed up ..,1.0
@Heart2016Sim,"""To be fair your actually being kind of rude"" 
What about the muscular transgender touching Ben's neck and saying you'll go home in an ambulance? What if Ben did that I wonder how everyone in that room would act. But it's okay because that's a transgender and they can get away with anything I guess",1.0
@gfelix3552,You are man. You were born a man. Lived a man and will die a man. Even after death what will remain is a man. You are not a women. Never.,1.0
@Christian20013,There is no trandsgender im a conservative Christian I believe in god when he goes to hevan god will identify him as a male,1.0
@martiananomaly,Very lady like behavior,1.0
@buckskin64,Shame on DR DREW!!!,1.0
@edabreu7871,"Bruce is gone, but Kaitlin is still a bully.",1.0
@edabreu7871,I would have punched it in the mouth if it touched me like that.  What a fukin bully. Punching bullyâ€™s in the mouth is the only answer.,1.0
@teresajeffries3934,"Call them what they are...he or she. Men cannever be women and women cannever be men. That man in purple is still a man, threatening others. He needs to be arrested for violent threats",1.0
@ion_iot,would a single person in the world genuinely think that big masculine guy with a square jaw and blonde wig is actually a woman.,1.0
@2mpoida,Leave in an ambulance perhaps but it's unlikely to be taking him home,0.0
@PINOYROCKTRAX,That trans handled Ben like a puppy ðŸ˜‚ And you know Ben enjoyed that touch. All republicans do.,1.0
@DreamstoRealityAutomotiveTV,"Best way to win the argument, make threats

I think thatâ€™s rule 14 in the woke handbook",1.0
@Harker777,"The only courage seen here is coming from Shapiro.
It's a shame that stating facts should scare so many.",0.0
@ibsnafu1,"And the moment HE proved he was no Lady or even a woman, that was a very masculine and male response.",1.0
@ThehulkGreen,"That jawline, Mmmmm zoey.",0.0
@markwayne7954,It is insult to people who are brave.,1.0
@daviddelaney6415,Fair play Ben,0.0
@raulestrada7796,He said is a woman but the man come out ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,1.0
@tomnodurft9229,"Props to Ben for deferring this with skill and intelligence!!!  ...if that fake female had threatened me that way, i would have jacked him/her up IMMEDIATELY!!!",1.0
@mikelaird5458,They can't deal with facts. Science doesn't matter. Good on ya buddy stand up to queers.,1.0
@shawnhussain7713,Crazy to see how scared everyone was at that point to stand up for science. I could care less who wants to be trans. Thatâ€™s fine. You just canâ€™t change science,0.0
@Bonzodoct6,That guy should of been arrested for threatening bodily harm,1.0
@Scot-ny8uh,"Lol you'll go home in an ambulance?
When was the last time you heard a person calling for a ambulance to get home?
Maybe a Drunk Person?",1.0
@DAR1U5,That's not very lady like of him.,1.0
@ScottCole-sb8fy,America has become a freak show.,1.0
@arturotrejo1060,EEEEEEEEEEEEEEEEEEEEEWWWWWWWWWWWWWWWWW enough said... what are ya gonnna do ?? take it up the ass??,1.0
@arturotrejo1060,How horny can you be ???? I blame the fluoride in the water cus this is insane,1.0
@arturotrejo1060,My biggest question is how a grown ass man can let his hormones take control of HiS ethics....,1.0
@dianemorris5816,I'm surprised nobody addressed the transgender person who put her hands on Shapiro and threatened him with violence.,1.0
@KenBober,"Conform or die....... yup that the first steps in indoctrination. Christians did thw exact same thing. Hitler dod the same too, so did stalin, asnd so on.",1.0
@axelgerber6298,ðŸ˜‚ðŸ˜‚ðŸ˜‚ and thatâ€™s his male brain talking like a man in a bar,1.0
@gottalovethephilippines5417,"Bruce â€˜Caitlinâ€™ Jenner is not trans gender, he has a mental disorder, autogynephilia, as does Zoey",1.0
@KingWolf01-f8h,Brave is you and your Buddies repelling the Enemy while being Wounded and out numbered!,0.0
@Chainsawhappy,Ben Shapiro is seething with little Dick energy.,1.0
@kylerowe3773,Theses man bitches need to executed.,1.0
@Kevin-xi2sr,2:07 that's the most manliest thing that has been said on that interview,0.0
@eisha5184,If a straight person threatened a transgender person like that they'd call it a hate crime. Very inappropriate. Funny he was allowed to get away with that.,1.0
@jcw3195,Chromosomes and genetics do determine biology.  Mental health is a different issue.,1.0
@Windowwarrior2,Shapiro shouldâ€™ve called the cops on that freak,1.0
@harshadlouzan3043,What happened to these guys,0.0
@SoldierofJesus_John316,"""Chromosomes dont necessarily mean you're male and female""

Did HE even study biology at school?!",1.0
@Tlamatini.234,Transgender people are idiots,1.0
@henryleomarmijaresmendez3498,Testosterone rush we called it ðŸ˜‚,1.0
@cherrymccarty9209,Give them enough rope,1.0
@hitzxx7099,Get it the fck outta here.. u a mitch that means a man bitch,1.0
@Khalid-1265,2:08 here comes the male,1.0
@mang4260,"Trans literally threatened to hurt Ben if he don't retreat his words... Inside a political debate... And at no point, Trans was condemned or just forced to stop and get out...

This is exactly like Will Smith slapping at the Oscars: public assault on someone, nobody (in charge) did something to solve the situation...

So, beside the fact Trans literally self destructed here, you tell me there isn't two standards here? If situation was reversed, Shapiro would have been ejected in 0''.

This is ridiculously ironic to considerate someone can assault and threat a man without repercussion, but someone can be fired for a Tweet nowadays. 

Growing up in the 90', without SNS, smartphones... I even started to use internet in my 20', i think this world is really fucked nowadays.",1.0
@alexrodgers9247,"ALL respect GONE for DOCTOR Penski! He is supposed to be a trained, educated DOCTOR. He KNOWS Ben is correctâ€¦but plays the Hollywood game. So heâ€™s all about money, greed.",1.0
@ericlavellemoore,"That person Zoey if she would have put her hands on me, that would have been her last day standing! Zoey would be seeing Jesus real quick!",1.0
@sbscottw,Zoey Turd is just a fool,1.0
@a_fake_koala2528,Bro needs to take some more test blockers,1.0
@BuddhaAfterDark,"ill take the ben Shapiro argument for $1,000,000 please",0.0
@soulfox619,The media. If it was the other way around Ben would be vilified.,0.0
@JTM1809,"We should be thankful to this sociopathic aggressive woman-face to demonstrate to us, that trans women are indeed men.",1.0
@cariappa89,"""Zoey"". Lol",0.0
@Eff-U-Kay,That was her testosterone kicking in!,1.0
@jonflanagin6682,Ben should have filed assault charges against ?,0.0
@missethio7394,Why was that white chick so offended? Stay out of this u damn fool ðŸ™„,1.0
@markomiljus6472,"Sick fuckin' world...
This world can't be normal place to live when it is rulled by perverted people",1.0
@CD-lw6fl,"Being transgender is the bravest thing you can do? ðŸ˜‚
  More like the Stupidest thing you can do.
 These mixed up dudes just want to take advantage of womenâ€™s rights.
 Good for you Ben, for refusing to be bullied into submission like the rest of the panel!",1.0
@richardcrouse9074,Trans people are FREAKS!!! Period!!! This Zoey thing is one ugly ass freak!!!,1.0
@funnybusiness6491,I wasnâ€™t very lady like.,1.0
@suelister4674,Jenner is a man no matter what he says  and him threatening Ben shows who he really is..he is pathetic..and he us a MAN,1.0
@riaanpotgieter475,"Even this discussion is a waste of time!!!! Only 2 genders, nothing in between, nothing before nothing after!!!Homosexuality, transvestite, ""transgender"", ""gender transformation"" lifestyle,
 actions behaviour is sinful and against the natural creation and will of God. It is all satanic demonic pervertion of the natural creation of God!!! Works, lies pervertion of the natural creation
 of God by satan himself!!!! Stop defending, supporting, protecting this type of behaviour and lifestyle!!!!!!",1.0
@ShineMalibongwe,"Please God do not let this insanity come to South Africa, I mean if someone is gon Identify as a tree. Why should I be involved in that circus act?  NO I refuse. There are 2 genders that
 being (male or female) however your sexual orientation its fine you can be a gay man, but that is besides the topic here. Lets not redefine biology and science just to make up for 
people`s insanity or push they narrative.",1.0
@stuartkennedy4570,The world is fucked up,1.0
@Ratlins9,Ben was the only person on stage with a spine.,0.0
@cyndiandkadiesvlogs5404,Who gives a shit!!!!! He is a maleâ€¦â€¦..XY chromosome!,1.0
@alyssajordan777,This isnâ€™t heated this is a threat on national television. The fact nobody spoke up is ridiculous.,1.0
@thomashargrove2991,As soon as he grabbed my neck that man in a dress would've got an elbow right to his face. Period.,1.0
@outoforbit-,"Well zowie detransitioned, how about that then?",0.0
@Tomas-to9kz,This how the lefties operates...,1.0
@Adrian-xn1qw,Zoeâ€™s just humiliated himself,1.0
@Stuhall0908,Truth hurts,0.0
@eternally6659,they're all afraid of getting canceled by the internet mob lol,1.0
@edwardwilliams5970,"Anyway, you slice it anyway, you dice it God made them male and female.",0.0
@Moonstone1262,Ol' Bob...,0.0
@kantakeit2127,Donâ€™t you dare approach me with facts. They are way too much for me. Ben should have chin checked him.,0.0
@infolearner9058,"Ben Shapiro metaphorically smashed with his scientific arguments both the ignorant blond lady (with the black T-shirt) as well as the other misinformed transexual punk. Moreover, Ben Shapiro was threatened by this transexual bully guy. All of them tried to prevent Shapiro speaking freely. What kind of hypocritical democracy is this?

They did not recognise Shapiro's free right to express his scientific opinion.

 If he disagrees with your point of view, what are you going to do? You are going to hit him. Correct?

They know very well that it is fasistical and offensive to stop someone speaking. They deliberately use the Gebelist excuse that it is egregiously insulting if someone calls the other person what he really is. This happened because they intended to silence Ben Shapiro. 

They refuse to see the truth on purpose!! They are totally stupid scammers because they mislead their audience!",1.0
@Team-fabulous,A bloody big hairy arsed man wearing a woman's frock.. Simple as that... Total nonsense.. The fact that this MAN threatened Ben shows they're losing the argument..,1.0
@duncanmacdonald8652,"Don't care about any of it, just stay out of my daughter's bath room.",1.0
@jamessanders6223,Sex and gender are two different things,0.0
@JohnH-mo5mb,"Dude, youâ€™ve got an advantage, I donâ€™t hit ladies.",1.0
@cath7308,Don't force me too go along with your delusion.,1.0
@Chertoff88,"I would have knocked that dude the fuck out on live TV
We can disagree all day the second you touch me all the talking is done and your getting hurt period",1.0
@buff3014,Those people must be brainwashed,1.0
@drkimap5784,Thank you fighter pilot lady for exemplifying how unstable and disconnected from yourself you really are for publicly and violently threatening someone whoâ€™s advocating for free speech.,1.0
@AlexC-lg8oi,Thatâ€™s not very feminine of youâ€¦,1.0
@MCMXC.a.D.,I agree with this JEW,1.0
@leslietayloriii8405,"Hey... is ZOEY, Quagmire's dad?",0.0
@silentripper_lk,America keeps becoming a joke by the minute,1.0
@Suckmesideways420,No and Iâ€™ll tell you why. If he deserved such a reward he would not be a she today.,1.0
@StoicStud,Team Ben!!!,0.0
@jonmathew2959,"This dum ass named zoey 'turd'  has hold me or talk with me the way he had talked with Ben shapiro I would have send him to the cemetery, and put him Inna unmarked grave, sorry but not sorry, no one should get physical in any discussion",1.0
@josephbattaglia4337,"Brave courageous, You're kidding me? I wonder, are there any senior citizens out there? That want to be transgender?
I think not. Because they know better",1.0
@buddysemken7515,I like that dude,0.0
@GP-nr2fm,Zoe is a male. Amateur makeup and skirt don't make him a female.,1.0
@spazbates5142,The moment that dude's meat hook touched me it'd be game on and all the talking stops.,1.0
@brianbaumgartner1268,"Yeah, thatâ€™s definitely a manâ€™s attitudeâ€¦ it looks like a man talks like a man. It probably is a man.",1.0
@joecook8350,That big blonde man needs to leave poor Ben alone.,0.0
@sam-jv6mr,he's a fckn male. that's it,1.0
@sam-jv6mr,that black guy is embarrassing,1.0
@nikoreality-n5n,"ben Shapiro is sooooo lucky didn't go to school with me , imagine him in same classroom with me ,,,,,,,, for many years",0.0
@ãƒŒãƒ­ãƒ–ã‚¦ãƒ«ã‚°ãƒ™ã‚¯,6 idiots vs Ben. ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,1.0
@alfieentertainment9993,My years of learning bio gone to waste as this trans thing debateðŸ˜‚,1.0
@nowalex9964,after that threat i wouldve stood up and called the police on camera,0.0
@raymondsaunders3526,How long have we had this rip in the time/space continuum?,0.0
@loconoctis5843,Funny how she interrupted Ben for not using pronouns calling it rude but said nothing to that abominationâ€™s threat lol,0.0
@jacksonabbott6455,HE MAN!!!!!,0.0
@Outdoorsy368,"That's why we have a 2nd amendment. Twice bens size threatens him, such a badass",1.0
@jeanferguson9063,"That's not the moment the debate became heated, that's the moment Ben Shapiro became a legend and his phrase ""Facts don't care about your feelings"" an instant CLASSIC... ðŸ¤·â€â™‚ï¸",0.0
@Zac-u4r,Well said Ben proud of you,0.0
@donwade-di8ny,"To quote a young country music entertainer, Let the Transgender man threaten someone from a ""small town"" like he did Ben.. ""Try that in a small-town"" dude.. especially down south! Open  invitation!",0.0
@Wrathofkala,This was the moment 2:07 he proved he was a female :) bwhahaha. The  moment his hand touched my neck he would have received the fastest left hook in history.,1.0
@bankerche,"In east Europe, this thing will go in an ambulance",0.0
@Neil-Daimond,"Such horrible people.
Women dont usually talk to men like that ðŸ˜‚ðŸ˜‚ðŸ˜‚",1.0
